No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-18AEM16000D232------------,8000,0,09 Jan 2023,0,8075,7975,8025,25,287500,2306545000,548,651.9,8025,20100,8000,27100,1924688333,1924688333,390711732,13200,101200,68,547750,2
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614------------,142,0,09 Jan 2023,0,146,133,137,-5,20320900,2849910400,8704,302.7,137,438400,136,11300,3935892857,3935892857,1342139464,0,16200,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6700,0,09 Jan 2023,0,0,0,6700,0,0,0,0,1529.6,6700,100000,0,0,620806680,620806680,31474899,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--M-1175000000C311------------,3050,0,09 Jan 2023,0,3170,3000,3020,-30,1679600,5133666000,1021,80.5,3030,2700,3020,57600,2753165000,2753165000,568803889,371500,90700,18,54900,1
5,ACES,Ace Hardware Indonesia Tbk.,--M-1K75MD0000E743------------,490,0,09 Jan 2023,0,505,490,492,2,86978200,43217165800,5243,600,494,31100,492,4002300,17150000000,17150000000,6832560000,22464100,19683600,2400153,1186475276,25
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,156,0,09 Jan 2023,0,158,154,154,-2,1758800,273165600,210,11.4,155,15000,154,145000,12675160000,12675160000,2259981028,0,0,0,0,0
7,ADCP,Adhi Commuter Properti Tbk.,--U-1135000000H111------------,64,0,09 Jan 2023,0,66,64,65,1,3436400,223014900,324,50,65,405200,64,2097100,22222222200,22222222200,2222222220,84000,0,0,0,0
8,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,7125,0,09 Jan 2023,0,7150,7050,7125,0,64700,458762500,75,370.1,7125,5800,7075,2100,589896800,589896800,48961434,400,0,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,--M-1805L00000J211------------,452,0,09 Jan 2023,0,458,432,438,-14,20029300,8859050400,2915,376.9,438,144200,436,297000,8407608979,8407608979,2998994123,3329800,1497100,0,0,0
10,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F200000G211------------,8850,0,09 Jan 2023,0,8900,8850,8900,50,56700,503597500,90,382.8,8925,4900,8900,1500,1000000000,1000000000,79200000,0,0,0,0,0
11,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,150,0,09 Jan 2023,0,155,146,151,1,299900,44878300,233,13.5,151,32700,147,100,3889179559,3889179559,520372225,0,20000,0,0,0
12,ADMR,Adaro Minerals Indonesia Tbk.,--U-2100000000A121------------,1560,0,09 Jan 2023,0,1585,1470,1475,-85,64462700,98667856500,8852,1475,1480,10000,1475,26500,40882331500,40882331500,6606584770,8956600,3496700,540100,811770300,1
13,ADRO,Adaro Energy Indonesia Tbk.,XDMO1XDAQG0000A121------------,3140,3150,09 Jan 2023,3160,3170,2980,3030,-110,166201300,505062305000,23623,275.5,3030,3433300,3020,79600,31985962000,31985962000,12979903380,47148100,70773100,712536,2236657640,13
14,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231-----------X,270,0,09 Jan 2023,0,280,270,280,10,6400,1760000,11,254.5,280,1600,268,100,1000000000,1000000000,250100000,0,0,0,0,0
15,AGII,Samator Indo Gas Tbk.,--M-1835FB3000B111------------,1935,0,09 Jan 2023,0,1945,1915,1915,-20,7872500,15170133500,1312,174.1,1915,7900,1910,71900,3066660000,3066660000,598612032,256100,6600,0,0,0
16,AGRO,Bank Raya Indonesia Tbk.,--U-1805300000G111------------,406,0,09 Jan 2023,0,414,392,392,-14,21106300,8455853400,2541,653.1,392,15400,390,503500,24492706736,24492706736,3201480612,1153600,1807200,19000,7770000,2
17,AGRS,Bank IBK Indonesia Tbk.,--U-2105000000G111------------,89,0,09 Jan 2023,0,90,87,89,0,8750900,772415700,521,115.2,89,415000,88,8700,27357208711,27357208711,2084619304,0,169000,0,0,0
18,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-2100000000G412------------,64,0,09 Jan 2023,0,68,64,65,1,10137400,667782300,424,312.2,65,207600,64,751200,4900000000,4900000000,1201970000,0,0,0,0,0
19,AIMS,Akbar Indo Makmur Stimec Tbk,--U-2130000000A121------------,274,0,09 Jan 2023,0,312,256,304,30,941200,276927400,584,243.2,306,53900,304,36300,220000000,220000000,38786000,0,0,0,0,0
20,AISA,FKS Food Sejahtera Tbk.,--U-1135000000D222------------,142,0,09 Jan 2023,0,143,140,141,-1,4554300,641765700,324,17.2,141,203200,140,1091700,9311800000,9311800000,2507667740,4600,44000,0,0,0
21,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-2100000000E512-----------X,50,0,09 Jan 2023,0,50,50,50,0,300,15000,3,75.9,50,29034100,0,0,6449463636,6449463636,1663316672,0,0,0,0,0
22,AKPI,Argha Karya Prima Industry Tbk.,--U-2130000000B113------------,1150,0,09 Jan 2023,0,1200,1145,1150,0,41800,48339000,35,151.7,1150,139000,1145,3400,612248000,612248000,26816462,0,0,0,0,0
23,AKRA,AKR Corporindo Tbk.,--M-1V3XM4G000A112------------,1270,0,09 Jan 2023,0,1275,1235,1265,-5,35777400,44925813000,3596,5041,1265,152900,1260,300,20073474600,20073474600,7445251729,12275700,4351700,5056805,6375296125,7
24,AKSI,Mineral Sumberdaya Mandiri Tbk.,--U-2130000000K211------------,406,0,09 Jan 2023,0,408,378,378,-28,7809900,3011937600,980,189,378,886200,0,0,720000000,720000000,57528000,0,0,0,0,0
25,ALDO,Alkindo Naratama Tbk.,--U-2135000000B131------------,800,0,09 Jan 2023,0,810,785,785,-15,101500,80572500,31,600.3,785,17000,780,41200,1316856309,1316856309,291815351,0,0,0,0,0
26,ALKA,Alakasa Industrindo Tbk,--U-2130000000B141------------,600,0,09 Jan 2023,0,560,560,560,-40,26700,14952000,28,94.3,560,986800,0,0,507665055,507665055,38074879,0,0,0,0,0
27,ALMI,Alumindo Light Metal Industry Tbk.,--U-2135000000B141------------,292,0,09 Jan 2023,0,300,272,274,-18,167600,46066800,117,42.2,280,3000,274,28200,3816000000,3816000000,169048800,0,0,0,0,0
28,ALTO,Tri Banyan Tirta Tbk.,--U-1100000000D212------------,50,0,09 Jan 2023,0,50,50,50,0,297700,14885000,32,25,50,52659200,0,0,2191870558,2191870558,666547837,0,0,0,0,0
29,AMAG,Asuransi Multi Artha Guna Tbk.,--U-2105000000G412------------,358,0,09 Jan 2023,0,366,358,360,2,16900,6094200,28,342.9,360,8100,358,2000,5001552516,5001552516,424131653,0,0,0,0,0
30,AMAN,Makmur Berkah Amanda Tbk.,--U-2135000000H111------------,710,0,09 Jan 2023,0,710,710,710,0,99600,70716000,12,645.5,710,91800,705,112700,3873500000,3873500000,455136250,0,0,3100000,2061500000,1
31,AMAR,Bank Amar Indonesia Tbk.,--U-2805000000G111------------,224,0,09 Jan 2023,0,226,210,212,-12,8017800,1740796800,862,181.9,212,28500,210,254800,18197283760,18197283760,733350536,493000,121800,0,0,0
32,AMFG,Asahimas Flat Glass Tbk.,--U-1135000000C121------------,5250,0,09 Jan 2023,0,5500,5200,5350,100,26000,137532500,52,218.4,5400,2400,5200,15400,434000000,434000000,84803600,0,0,0,0,0
33,AMIN,Ateliers Mecaniques D Indonesie Tbk.,--U-2130000000C143------------,171,0,09 Jan 2023,0,182,160,160,-11,9629400,1683332500,1502,125,160,3149700,0,0,1080000000,1080000000,187920000,0,0,0,0,0
34,AMMS,Agung Menjangan Mas Tbk.,--U-3000000000D231------------,41,0,09 Jan 2023,0,42,40,40,-1,1555400,63091300,230,40,41,50800,40,244700,1200000000,240000000,0,0,50000,0,0,0
35,AMOR,Ashmore Asset Management Indonesia Tbk.,--U-2105000000G311------------,1320,0,09 Jan 2023,0,1345,1320,1325,5,150400,201065500,17,139.5,1345,58200,1325,75600,2222222400,2218538400,206444461,300,140500,0,0,0
36,AMRT,Sumber Alfaria Trijaya Tbk.,--UO1U03520000D113------------,2800,2810,09 Jan 2023,2810,2830,2700,2740,-60,13687400,37715180000,5572,6991.8,2740,69100,2730,22700,41524501700,41524501700,18843818871,10242600,8185200,309180,865705368,9
37,ANDI,Andira Agro Tbk.,--U-2130000000D232-----------X,50,0,09 Jan 2023,0,50,50,50,0,5500,275000,8,125,50,87930100,0,0,9350000000,9350000000,3266890000,0,0,0,0,0
38,ANJT,Austindo Nusantara Jaya Tbk.,--M-1135000000D232------------,645,0,09 Jan 2023,0,655,640,650,5,1834900,1188562000,175,54.2,650,111500,645,47900,3354175000,3354175000,670835,22200,34600,0,0,0
39,ANTM,Aneka Tambang Tbk.,--MO1XNPX5H000B146------------,1985,2010,09 Jan 2023,2010,2070,2010,2060,75,118329600,242149458000,15604,1358.2,2060,1055200,2050,587300,24030764725,24030764725,8369915354,11044300,60434800,721,1456493,10
40,APEX,Apexindo Pratama Duta Tbk.,--U-1130000000A131------------,252,0,09 Jan 2023,0,236,236,236,-16,191500,45194000,98,15.1,236,1677500,0,0,2796804997,2796804997,663681826,0,0,0,0,0
41,APIC,Pacific Strategic Financial Tbk.,--M-2105000000G511------------,1120,0,09 Jan 2023,0,1130,1115,1125,5,2672000,3002540000,185,1196.6,1125,197100,1120,34600,11766313488,11766313488,6717388370,471900,1800,3132200,3508064000,2
42,APII,Arita Prima Indonesia Tbk.,--M-2130000000C143------------,199,0,09 Jan 2023,0,202,197,199,0,183600,36385700,59,90.5,199,20300,198,2000,1075760000,1075760000,274641528,0,0,0,0,0
43,APLI,Asiaplast Industries Tbk.,--U-1130000000B113------------,260,0,09 Jan 2023,0,274,242,242,-18,895200,220916400,271,201.7,242,443200,0,0,1362671400,1362671400,172923001,0,0,0,0,0
44,APLN,Agung Podomoro Land Tbk.,--M-1135000000H111------------,143,0,09 Jan 2023,0,146,139,140,-3,10776500,1523243600,1148,38.4,141,226900,140,647200,22699326779,22699326779,3915633869,1044000,2065700,0,0,0
45,ARCI,Archi Indonesia Tbk.,--M-1135000000B143------------,330,0,09 Jan 2023,0,338,328,330,0,1260000,419398000,309,44,330,53000,328,43400,24835000000,24835000000,1812955000,111900,0,1700,578000,1
46,ARGO,Argo Pantes Tbk,--U-2100000000E413-E---------X,1275,0,09 Jan 2023,0,1270,1270,1270,-5,100,127000,1,31.9,1235,2800,0,0,335557450,335557450,17616766,0,0,0,0,0
47,ARII,Atlas Resources Tbk.,--U-2130000000A121------------,264,0,09 Jan 2023,0,268,258,262,-2,699500,183632000,230,17.5,262,15100,260,52400,3431000000,3431000000,1414944400,0,0,0,0,0
48,ARKA,Arkha Jayanti Persada Tbk.,--U-2100000000C143-----------X,50,0,09 Jan 2023,0,50,50,50,0,12800,640000,22,21.2,50,17322600,0,0,2000000000,2000000000,870400000,0,0,0,0,0
49,ARKO,Arkora Hydro Tbk.,--M-2105000000J411------------,565,0,09 Jan 2023,0,565,545,555,-10,3134500,1734122000,414,185,555,86500,550,46200,2928495000,2927086000,464166458,434100,6000,0,0,0
50,ARMY,Armidian Karyatama Tbk.,--U-2100000000H111---L-------X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,16.7,0,0,0,0,9006250000,9006250000,4440981875,0,0,0,0,0
51,ARNA,Arwana Citramulia Tbk.,--M-1135000000C121------------,1000,0,09 Jan 2023,0,1015,1000,1010,10,2057800,2074412000,441,6864.7,1010,727900,1005,2100,7341430976,7341430976,2946116251,1106300,1259600,50000,50000000,1
52,ARTA,Arthavest Tbk,--U-2135000000E512------------,2090,0,09 Jan 2023,0,2090,2090,2090,0,600,1254000,2,1212.4,2080,300,1970,100,446674175,446674175,50518849,0,0,0,0,0
53,ARTI,Ratu Prabu Energi Tbk,--U-2100000000A132-E---------X,50,0,09 Jan 2023,0,0,0,50,0,0,0,0,12.3,0,0,0,0,7840000000,7840000000,4368448000,0,0,0,0,0
54,ARTO,Bank Jago Tbk.,--UO2HM0500000G111------------,3060,3100,09 Jan 2023,3110,3170,2920,2980,-80,13470600,41008961000,7063,18119.9,2980,561400,2970,75200,13717687500,13717687500,3823119506,1663400,3112400,519,1610415,8
55,ASBI,Asuransi Bintang Tbk.,--U-2100000000G412------------,498,0,09 Jan 2023,0,510,464,500,2,53900,25410000,34,379.6,500,8100,468,200,348386472,348386472,47276044,2100,0,0,0,0
56,ASDM,Asuransi Dayin Mitra Tbk.,--U-1100000000G412------------,930,0,09 Jan 2023,0,930,930,930,0,300,279000,3,274.7,950,22600,925,100,192000000,192000000,41702400,0,0,0,0,0
57,ASGR,Astra Graphia Tbk.,--M-1135000000C224------------,930,0,09 Jan 2023,0,940,925,925,-5,656700,609429500,87,191.8,925,489300,920,131800,1348780500,1348780500,297540978,0,800,0,0,0
58,ASHA,Cilacap Samudera Fishing Industry Tbk.,--U-2135000000D231------------,71,0,09 Jan 2023,0,84,70,84,13,161432600,12920985900,8362,84,84,1324700,83,711200,5000000000,1250000000,1250000000,5057000,242500,0,0,0
59,ASII,Astra International Tbk.,--MO1UBAC7H000C311------------,5450,5500,09 Jan 2023,5475,5500,5275,5350,-100,63478600,339894102500,14874,3825.9,5375,386300,5350,188700,40483553140,40483553140,18249985756,37605900,30039000,1445433,7727025496,14
60,ASJT,Asuransi Jasa Tania Tbk.,--U-1100000000G412------------,125,0,09 Jan 2023,0,125,119,119,-6,149800,18055500,33,103.8,120,28200,119,16400,1400000000,1400000000,291289297,0,0,0,0,0
61,ASLC,Autopedia Sukses Lestari Tbk.,--U-2135000000E745------------,111,0,09 Jan 2023,0,111,104,104,-7,11833600,1251238800,772,40.6,104,1562100,0,0,12746354780,12746354780,2651241794,200,0,0,0,0
62,ASMI,Asuransi Maximus Graha Persada Tbk.,--U-1105000000G412------------,102,0,09 Jan 2023,0,104,96,103,1,386800,39017100,178,190.7,102,400,101,10300,8958380460,8958380460,6274449674,0,0,0,0,0
63,ASPI,Andalan Sakti Primaindo Tbk.,--U-2130000000H111------------,90,0,09 Jan 2023,0,91,86,89,-1,839200,73644100,180,84.8,89,169200,86,22000,681796525,331801525,331761362,0,0,0,0,0
64,ASRI,Alam Sutera Realty Tbk.,--M-11A5106000H111------------,153,0,09 Jan 2023,0,155,151,152,-1,4329600,657999400,534,144.8,153,43500,152,506200,19649411888,19649411888,8761672761,205000,153000,0,0,0
65,ASRM,Asuransi Ramayana Tbk.,--U-2100000000G412-----------X,1625,0,09 Jan 2023,0,1590,1580,1590,-35,300,475500,3,805.5,1585,100,1530,100,304283840,304283840,13510202,0,0,0,0,0
66,ASSA,Adi Sarana Armada Tbk.,--M-18059B1000K132------------,730,0,09 Jan 2023,0,755,700,720,-10,2498800,1840499500,937,200,730,33000,720,59800,3566394560,3566394560,1591681892,468100,429000,0,0,0
67,ATAP,Trimitra Prawara Goldland Tbk.,--U-2130000000H111------------,76,0,09 Jan 2023,0,79,76,78,2,612800,47643400,158,78,78,146900,77,259300,1250000000,1250000000,200000000,0,0,0,0,0
68,ATIC,Anabatic Technologies Tbk.,--U-1100000000I121------------,386,0,09 Jan 2023,0,386,380,386,0,9700,3717200,13,55.1,386,15400,380,5700,2315361355,2315361355,335958933,0,0,0,0,0
69,AUTO,Astra Otoparts Tbk.,--M-1135001000E111------------,1400,0,09 Jan 2023,0,1430,1390,1400,0,1122900,1575750000,544,1266.2,1405,15300,1400,189300,4819733000,4819733000,962500680,188000,115800,0,0,0
70,AVIA,Avia Avian Tbk.,--M-1830F30000B113------------,625,0,09 Jan 2023,0,625,610,620,-5,1470800,907732500,924,66.7,620,247400,615,26500,61953555600,61950456300,10352439141,858000,565300,9619930,5904897550,6
71,AXIO,Tera Data Indonusa Tbk.,--M-2135000000I221------------,236,0,09 Jan 2023,0,244,236,240,4,19330100,4614677600,538,171.4,240,374100,238,104900,5840126500,1040126500,1040126530,30300,3938900,0,0,0
72,AYLS,Agro Yasa Lestari Tbk.,--U-2130000000B121------------,86,0,09 Jan 2023,0,88,80,84,-2,8003200,674594200,529,84,85,69600,84,1981400,853423236,853423236,258672583,286100,0,0,0,0
73,BABP,Bank MNC Internasional Tbk.,--U-2105000000G111------------,98,0,09 Jan 2023,0,100,93,93,-5,30243000,2902491100,1689,110.5,94,17300,93,1041100,33421424082,33421424082,11254222855,297400,1191900,0,0,0
74,BACA,Bank Capital Indonesia Tbk.,--M-2805500000G111------------,130,0,09 Jan 2023,0,133,129,130,0,13768000,1788606800,451,95.8,131,1419500,130,3136100,19753494636,19753494636,1772832949,519900,161500,0,0,0
75,BAJA,Saranacentral Bajatama Tbk.,--U-2100000000B144------------,121,0,09 Jan 2023,0,122,115,121,0,658700,78323600,162,48.4,122,24900,121,75000,1800000000,1800000000,399960000,0,0,0,0,0
76,BALI,Bali Towerindo Sentra Tbk.,--U-1105000000J321------------,790,0,09 Jan 2023,0,810,770,790,0,7300,5732500,27,987.5,790,3500,775,200,3934592500,3934592500,1143392581,0,900,0,0,0
77,BANK,Bank Aladin Syariah Tbk.,--U-2135000000G111------------,1325,0,09 Jan 2023,0,1370,1320,1345,20,17467900,23522152500,1122,1305.8,1345,99100,1340,1200,14509061524,14509061524,4925915665,1212600,1564300,0,0,0
78,BAPA,Bekasi Asri Pemula Tbk.,--U-1130000000H111------------,86,0,09 Jan 2023,0,96,88,88,2,28386400,2609583500,2490,58.7,88,275900,87,83500,661784520,661784520,175637612,0,0,0,0,0
79,BAPI,Bhakti Agung Propertindo Tbk.,--U-2130000000H111-----------X,50,0,09 Jan 2023,0,50,50,50,0,1400,70000,2,33.3,50,61030200,0,0,5591980103,1677762103,1677594031,0,0,0,0,0
80,BATA,Sepatu Bata Tbk.,--U-1130000000E412------------,540,0,09 Jan 2023,0,550,525,530,-10,9700,5238500,10,6874.2,535,5000,530,9100,1300000000,1300000000,219830000,0,1200,0,0,0
81,BAUT,Mitra Angkasa Sejahtera Tbk.,--U-2130000000E743-----------X,50,0,09 Jan 2023,0,50,50,50,0,4900,245000,10,50,50,31653500,0,0,4800047877,4800047877,1447213247,0,0,0,0,0
82,BAYU,Bayu Buana Tbk,--U-2130000000E513-----------X,990,0,09 Jan 2023,0,0,0,990,0,0,0,0,122.1,1040,2400,975,100,353220780,353220780,123132764,0,0,0,0,0
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCNH000G111------------,8300,8325,09 Jan 2023,8325,8450,8325,8450,150,86930600,729729475000,14724,24126.3,8475,1088400,8450,378500,122042299500,122042299500,27773178489,64795600,75466900,16639068,139659500350,26
84,BBHI,Allo Bank Indonesia Tbk.,--U-2850000000G111------------,1695,0,09 Jan 2023,0,1730,1700,1710,15,393900,674584500,319,6585.8,1710,2000,1705,400,21512953877,21512953877,3138739971,46900,62700,0,0,0
85,BBKP,Bank KB Bukopin Tbk.,--U-1105000000G111------------,114,0,09 Jan 2023,0,117,107,108,-6,184339400,20343199400,4967,44.9,108,4469100,107,3744700,67019885160,67019885160,22069648183,17986600,7051500,0,0,0
86,BBLD,Buana Finance Tbk.,--U-2100000000G211------------,625,0,09 Jan 2023,0,625,585,625,0,3900,2347500,19,248.4,620,100,585,300,1645796054,1645796054,531921285,0,0,0,0,0
87,BBMD,Bank Mestika Dharma Tbk.,--U-1105000000G111------------,2070,0,09 Jan 2023,0,0,0,2070,0,0,0,0,150,2060,300,1980,3000,4049189100,4049189100,362807343,0,0,0,0,0
88,BBNI,Bank Negara Indonesia (Persero) Tbk.,--MO1UQSPBH000G111------------,8900,8950,09 Jan 2023,8950,9050,8875,9000,100,19358200,173502785000,5005,43.3,9000,142100,8975,13100,18462169893,18462169893,7375636872,10107300,16565500,504,4549328,8
89,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,CDMO1UQSPBH000G111------------,4620,4580,09 Jan 2023,4600,4640,4550,4590,-30,166620000,764794236000,26177,5383.4,4590,907600,4580,256600,150043411587,150043411587,48015122085,97926200,67998900,37387850,171880340822,16
90,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,--U-1130000000A122------------,57,0,09 Jan 2023,0,59,54,54,-3,11377100,630885900,1160,17.4,55,100000,54,1096000,8479490328,8479490328,758066435,0,0,0,0,0
91,BBSI,Krom Bank Indonesia Tbk.,--U-2105000000G111------------,3040,0,09 Jan 2023,0,3100,2830,2840,-200,22200,63696000,43,646.4,2840,1600,2830,6100,3637976068,3637976068,864560538,0,300,0,0,0
92,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,--U-2130000000H111------------,62,0,09 Jan 2023,0,62,58,59,-3,3295900,195140800,248,49.2,60,900,58,1188400,4800016020,4800016020,503041679,0,0,0,0,0
93,BBTN,Bank Tabungan Negara (Persero) Tbk.,--MO1H5EL1H000G111------------,1340,1345,09 Jan 2023,1345,1360,1320,1330,-10,52584500,70549258500,4475,179.9,1330,598200,1325,1534100,13761461038,13761461038,5557639988,9708700,3929700,679704,909990720,4
94,BBYB,Bank Neo Commerce Tbk.,--U-1115000000G111------------,615,0,09 Jan 2023,0,650,610,645,30,45879400,29303996500,2957,791.3,650,1452600,645,6367400,11918427523,11918427523,6793503688,3355300,25143100,0,0,0
95,BCAP,MNC Kapital Indonesia Tbk.,--M-1105000000G511------------,74,0,09 Jan 2023,0,76,73,73,-1,15644700,1162269500,1497,207,74,708100,73,78100,42618850927,42618850927,14243219980,3092700,424300,0,0,0
96,BCIC,Bank JTrust Indonesia Tbk.,--U-2105000000G111------------,180,0,09 Jan 2023,0,181,169,180,0,11537600,2053171000,1621,13.5,181,46800,180,2075500,17926071041,17926071041,754687591,19300,32100,0,0,0
97,BCIP,Bumi Citra Permai Tbk.,--U-2130000000H111------------,71,0,09 Jan 2023,0,73,70,71,0,8003300,570337600,602,64.5,71,449700,70,2181600,1429915525,1429915525,789885336,24800,1806100,0,0,0
98,BDMN,Bank Danamon Indonesia Tbk.,--M-115C100000G111------------,2620,0,09 Jan 2023,0,2640,2580,2600,-20,1348800,3507060000,868,1.5,2600,27500,2590,2900,9675817341,9675817341,820509311,329700,110800,0,0,0
99,BEBS,Berkah Beton Sadaya Tbk.,--U-2135000000B121------------,770,0,09 Jan 2023,0,770,740,770,0,199429000,149854446000,1176,3855.2,770,50300,765,200,45000000000,45000000000,25078500000,3150000,6138800,235000084,172725064260,6
100,BEEF,Estika Tata Tiara Tbk.,--U-2100000000D222-ED--------X,60,0,09 Jan 2023,0,63,56,57,-3,1888600,107914100,90,16.8,57,258400,56,430000,1884312595,1884299095,608067674,0,0,0,0,0
101,BEER,Jobubu Jarum Minahasa Tbk.,--U-2100000000D211------------,258,0,09 Jan 2023,0,276,248,262,4,114614000,30056692200,11581,119.1,262,655200,260,79700,4000000000,4000000000,800155675,767900,1344200,0,0,0
102,BEKS,Bank Pembangunan Daerah Banten Tbk.,--U-2105000000G111-----------X,50,0,09 Jan 2023,0,50,50,50,0,378800,18940000,26,96.5,50,221084100,0,0,51351733883,51351733883,17397967440,0,0,70000,2970000,2
103,BELI,Global Digital Niaga Tbk.,--U-5130000000I111----------I-,460,0,09 Jan 2023,0,460,456,458,-2,30333000,13837128200,331,101.8,458,7564300,456,272861700,118493291840,17878453600,19133664977,68100,145200,0,0,0
104,BELL,Trisula Textile Industries Tbk.,--U-2135000000E413------------,137,0,09 Jan 2023,0,140,131,134,-3,41805500,5644041100,3403,446.7,134,41500,133,62400,7250000000,7250000000,1176675000,6511100,351900,0,0,0
105,BESS,Batulicin Nusantara Maritim Tbk.,--U-2135000000A122------------,168,0,09 Jan 2023,0,172,165,167,-1,168300,28515800,90,159,168,1600,167,1300,3433081358,3433081358,410937157,0,0,0,0,0
106,BEST,Bekasi Fajar Industrial Estate Tbk.,--M-1135000000H111------------,128,0,09 Jan 2023,0,130,126,127,-1,6023800,768361300,447,74.7,127,129700,126,1119500,9647311150,9647311150,4031611330,1341800,90200,0,0,0
107,BFIN,BFI Finance  Indonesia Tbk.,--MO1H1P9N0000G211------------,1070,1075,09 Jan 2023,1075,1130,1075,1120,50,49424200,55118235000,2424,5739.5,1125,897000,1120,954300,15967115620,15967115620,6885020255,10953000,29087200,0,0,0
108,BGTG,Bank Ganesha Tbk.,--U-2105000000G111------------,87,0,09 Jan 2023,0,89,84,85,-2,10659400,916090400,686,86.3,86,446200,85,237700,23731287132,23731287132,4116594127,249300,186600,0,0,0
109,BHAT,Bhakti Multi Artha Tbk.,--U-2105000000G413------------,820,0,09 Jan 2023,0,820,795,810,-10,111120800,89285496500,1206,786.4,810,100600,805,304200,5000000000,5000000000,2000000000,10153300,457000,44700000,41124000000,1
110,BHIT,MNC Asia Holding Tbk.,--U-1105000000C311------------,57,0,09 Jan 2023,0,58,56,56,-1,81367700,4637256500,974,163.8,57,3342800,56,97874900,86068156705,86068156705,56804983425,10381100,5481800,0,0,0
111,BIKA,Binakarya Jaya Abadi Tbk.,--U-2130000000H111-E---------X,95,0,09 Jan 2023,0,100,92,92,-3,6000,558400,6,9.2,95,100,92,26000,592280000,592280000,136520540,0,0,0,0,0
112,BIKE,Sepeda Bersama Indonesia Tbk.,--M-2130000000E321------------,193,0,09 Jan 2023,0,198,191,196,3,466000,89803300,271,115.3,196,46300,192,10400,1293352063,1293352063,323336771,0,3500,100,19300,1
113,BIMA,Primarindo Asia Infrastructure Tbk.,--U-2100000000E412-----------X,113,0,09 Jan 2023,0,113,106,108,-5,293300,31682000,263,26.5,109,100,108,24800,608175716,608175716,86482587,22500,0,0,0,0
114,BINA,Bank Ina Perdana Tbk.,--U-1105000000G111------------,3930,0,09 Jan 2023,0,3930,3900,3930,0,100100,393076000,48,2220.4,3930,15500,3920,1000,6073369498,6073369498,445930376,4700,17300,0,0,0
115,BINO,Perma Plasindo Tbk.,--U-2130000000C223------------,130,0,09 Jan 2023,0,132,128,130,0,2144600,278166400,335,94.2,130,151800,129,56700,2175014753,2175014753,319291924,0,0,0,0,0
116,BIPI,Astrindo Nusantara Infrastruktur Tbk.,--U-2105000000A122------------,153,0,09 Jan 2023,0,155,151,153,0,240421700,36886951000,2104,109.3,153,5833100,152,86300,57918360917,57918360917,44232252232,15918100,5398700,31490000,4784344800,4
117,BIPP,Bhuwanatala Indah Permai Tbk.,--U-2130000000H111------------,50,0,09 Jan 2023,0,51,50,50,0,1000,50400,6,20.9,51,8733400,0,0,5028669376,5028669376,1548327298,0,0,0,0,0
118,BIRD,Blue Bird Tbk.,--M-1135001000K132------------,1385,0,09 Jan 2023,0,1405,1380,1395,10,2124500,2963168000,612,21.5,1395,47400,1380,165400,2502100000,2502100000,787661080,176700,366300,0,0,0
119,BISI,BISI International Tbk.,--M-1135000000D232------------,1550,0,09 Jan 2023,0,1550,1530,1535,-15,48100,74010000,51,767.5,1535,2300,1525,2900,3000000000,3000000000,1372800000,4300,0,0,0,0
120,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.,--M-115F706000G111------------,1345,0,09 Jan 2023,0,1350,1335,1345,0,1340900,1802103500,495,225,1345,23600,1340,566800,10416229249,10275158214,2537393445,234700,264600,0,0,0
121,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,--M-1155006000G111------------,705,0,09 Jan 2023,0,710,700,705,0,5181900,3654957500,1071,164,710,773100,705,982800,14865343101,14865343101,3047395336,372600,0,0,0,0
122,BKDP,Bukit Darmo Property Tbk,--U-2130000000H111------------,80,0,09 Jan 2023,0,84,76,77,-3,3250500,257860200,241,64.2,77,13100,76,430400,7513992252,7513992252,1251079710,0,0,0,0,0
123,BKSL,Sentul City Tbk.,--U-1135000000H111---L--------,50,0,09 Jan 2023,0,50,50,50,0,94600,4730000,25,3.5,50,90276000,0,0,67083561082,67083561082,21875949269,0,20000,0,0,0
